project_id,project_name,programming_language,module_name,lines_of_code,code_smell_type,severity_level,refactoring_applied,refactoring_type,maintainability_score,bug_density,review_date
252,Healthcare Platform,Java,Module_239,54,Magic Numbers,Critical,Yes,Replace Magic Number,6.9,1.67,2020-09-08
253,Banking System,Java,Module_55,4309,Spaghetti Code,High,Yes,Rename Variable,9.05,8.88,2020-09-09
254,Banking System,C#,Module_17,233,Spaghetti Code,High,Yes,Remove Dead Code,8.08,4.74,2020-09-10
255,Learning Management System,Java,Module_167,3726,Magic Numbers,High,No,Move Method,7.16,7.3,2020-09-11
256,E-Commerce App,C#,Module_230,1511,God Class,Medium,No,Inline Method,9.45,5.61,2020-09-12
257,E-Commerce App,JavaScript,Module_7,1087,Long Method,Critical,Yes,Remove Dead Code,5.97,2.34,2020-09-13
258,Banking System,Python,Module_205,2279,Feature Envy,High,No,Inline Method,6.08,10.16,2020-09-14
259,E-Commerce App,Go,Module_32,4579,Long Method,High,No,Replace Magic Number,8.59,4.06,2020-09-15
260,Healthcare Platform,Python,Module_23,3687,God Class,Critical,Yes,Inline Method,9.96,1.94,2020-09-16
261,Healthcare Platform,C#,Module_82,549,Spaghetti Code,Low,Yes,Rename Variable,8.28,5.02,2020-09-17
262,Learning Management System,Python,Module_211,3869,Long Method,Critical,Yes,Remove Dead Code,5.93,13.78,2020-09-18
263,Inventory Management,Go,Module_106,3105,Large Class,Low,No,Remove Dead Code,1.37,13.89,2020-09-19
264,Ride Sharing App,C#,Module_135,3811,God Class,High,No,Extract Method,3.73,3.86,2020-09-20
265,Inventory Management,C#,Module_221,2612,Large Class,Medium,Yes,Replace Magic Number,3.24,12.99,2020-09-21
266,Healthcare Platform,C#,Module_211,3714,Feature Envy,Critical,Yes,Replace Magic Number,5.02,11.45,2020-09-22
267,Banking System,Go,Module_31,586,Duplicate Code,Critical,Yes,Remove Dead Code,6.87,2.25,2020-09-23
268,Healthcare Platform,Python,Module_15,1806,Large Class,Medium,Yes,Split Class,6.37,9.85,2020-09-24
269,Social Media App,JavaScript,Module_256,3140,Large Class,High,Yes,Extract Method,9.41,0.67,2020-09-25
270,Inventory Management,JavaScript,Module_200,3182,Spaghetti Code,Low,Yes,Rename Variable,3.71,4.1,2020-09-26
271,Inventory Management,C#,Module_110,93,Feature Envy,Critical,No,Extract Method,5.5,10.88,2020-09-27
272,Healthcare Platform,Java,Module_41,3971,Spaghetti Code,Critical,No,Replace Magic Number,2.73,7.8,2020-09-28
273,Healthcare Platform,C#,Module_287,582,Spaghetti Code,Critical,No,Extract Method,2.6,9.72,2020-09-29
274,Ride Sharing App,Python,Module_291,1978,Long Method,Medium,No,Move Method,2.29,9.06,2020-09-30
275,Social Media App,C++,Module_267,4980,Feature Envy,Low,Yes,Inline Method,3.69,13.67,2020-10-01
276,Ride Sharing App,Python,Module_167,3922,God Class,Low,No,Inline Method,5.57,6.62,2020-10-02
277,Healthcare Platform,C#,Module_178,2899,Duplicate Code,Low,Yes,Replace Magic Number,2.9,7.17,2020-10-03
278,Banking System,C++,Module_292,4613,Long Method,Low,Yes,Split Class,6.09,10.97,2020-10-04
279,Banking System,JavaScript,Module_260,401,Spaghetti Code,Critical,Yes,Extract Method,1.87,1.96,2020-10-05
280,E-Commerce App,Java,Module_294,4586,Magic Numbers,High,Yes,Move Method,1.52,5.31,2020-10-06
281,Inventory Management,Go,Module_56,2282,Duplicate Code,High,Yes,Inline Method,6.5,4.46,2020-10-07
282,Banking System,JavaScript,Module_5,2713,Spaghetti Code,Critical,Yes,Extract Method,6.41,14.64,2020-10-08
283,Social Media App,C#,Module_73,747,Spaghetti Code,Medium,Yes,Split Class,4.74,3.83,2020-10-09
284,Social Media App,C#,Module_116,3773,God Class,Critical,Yes,Replace Magic Number,8.37,9.64,2020-10-10
285,Social Media App,JavaScript,Module_230,400,Spaghetti Code,Low,Yes,Move Method,4.32,7.69,2020-10-11
286,E-Commerce App,Python,Module_129,885,Large Class,High,No,Replace Magic Number,3.18,6.77,2020-10-12
287,Social Media App,JavaScript,Module_269,1859,Large Class,High,Yes,Extract Method,8.58,14.5,2020-10-13
288,Healthcare Platform,Java,Module_239,3594,Duplicate Code,Critical,Yes,Extract Method,5.78,14.01,2020-10-14
289,Ride Sharing App,Java,Module_10,3027,Large Class,Medium,No,Rename Variable,2.45,13.54,2020-10-15
290,Banking System,JavaScript,Module_61,3713,Dead Code,Medium,Yes,Inline Method,6.33,14.12,2020-10-16
291,Learning Management System,C++,Module_120,2443,Long Method,Critical,No,Inline Method,3.15,12.17,2020-10-17
292,Banking System,C++,Module_86,4046,Long Method,Medium,No,Extract Method,9.18,6.31,2020-10-18
293,Learning Management System,C#,Module_47,3806,God Class,Critical,Yes,Split Class,8.9,1.87,2020-10-19
294,Healthcare Platform,JavaScript,Module_192,2943,Duplicate Code,Critical,No,Rename Variable,8.39,14.21,2020-10-20
295,Social Media App,Java,Module_124,2593,God Class,High,No,Rename Variable,4.84,9.81,2020-10-21
296,Learning Management System,C++,Module_287,3059,Duplicate Code,Medium,Yes,Inline Method,4.34,10.76,2020-10-22
297,Banking System,Go,Module_54,3492,Magic Numbers,Medium,No,Split Class,2.21,10.51,2020-10-23
298,Social Media App,Go,Module_165,4171,God Class,Critical,No,Rename Variable,7.7,1.55,2020-10-24
299,Inventory Management,C#,Module_116,1934,Spaghetti Code,Medium,No,Replace Magic Number,8.72,4.55,2020-10-25
300,Ride Sharing App,C++,Module_160,2164,Spaghetti Code,Low,Yes,Inline Method,3.85,5.5,2020-10-26
301,Learning Management System,Python,Module_182,2687,Long Method,Low,No,Rename Variable,8.71,3.6,2020-10-27
302,Ride Sharing App,C#,Module_91,2295,Large Class,Medium,Yes,Remove Dead Code,6.37,4.01,2020-10-28
303,Inventory Management,Python,Module_47,781,Spaghetti Code,Critical,No,Remove Dead Code,8.17,12.6,2020-10-29
304,Healthcare Platform,Python,Module_233,4517,Long Method,Medium,No,Move Method,7.81,2.89,2020-10-30
305,Banking System,C#,Module_203,459,Feature Envy,High,Yes,Replace Magic Number,1.36,5.89,2020-10-31
306,Ride Sharing App,C#,Module_146,2289,Magic Numbers,High,No,Split Class,3.3,3.53,2020-11-01
307,Social Media App,C++,Module_38,1175,God Class,Medium,No,Rename Variable,7.63,5.32,2020-11-02
308,Social Media App,Java,Module_109,2279,Large Class,Critical,Yes,Replace Magic Number,4.45,3.59,2020-11-03
309,E-Commerce App,C++,Module_227,4547,Long Method,Critical,No,Rename Variable,6.79,8.64,2020-11-04
310,Inventory Management,C++,Module_131,4943,Magic Numbers,High,No,Split Class,2.74,5.35,2020-11-05
311,Social Media App,C++,Module_194,1319,Dead Code,Low,Yes,Rename Variable,9.2,2.11,2020-11-06
312,Banking System,Go,Module_23,3740,Long Method,Medium,No,Move Method,1.87,14.25,2020-11-07
313,Banking System,C#,Module_205,4664,Dead Code,Critical,Yes,Move Method,8.65,2.62,2020-11-08
314,E-Commerce App,Java,Module_239,2477,Magic Numbers,Critical,Yes,Remove Dead Code,2.27,3.89,2020-11-09
315,Banking System,C++,Module_84,3157,Spaghetti Code,High,No,Split Class,9.66,6.03,2020-11-10
316,E-Commerce App,Java,Module_112,3310,Magic Numbers,Low,No,Inline Method,1.27,4.26,2020-11-11
317,Banking System,C#,Module_121,3395,Dead Code,Critical,No,Inline Method,8.64,13.73,2020-11-12
318,Ride Sharing App,JavaScript,Module_287,1519,Dead Code,High,Yes,Replace Magic Number,8.37,7.74,2020-11-13
319,Banking System,Go,Module_213,2110,Feature Envy,High,No,Rename Variable,4.85,12.99,2020-11-14
320,E-Commerce App,Python,Module_249,803,Long Method,Medium,No,Replace Magic Number,6.41,4.83,2020-11-15
321,E-Commerce App,JavaScript,Module_172,973,Feature Envy,High,No,Inline Method,2.12,4.47,2020-11-16
322,E-Commerce App,C++,Module_33,3204,Long Method,Medium,Yes,Move Method,8.52,6.11,2020-11-17
323,Social Media App,Java,Module_255,4323,God Class,Medium,No,Rename Variable,7.59,1.63,2020-11-18
324,E-Commerce App,Go,Module_129,2165,Dead Code,High,Yes,Move Method,2.94,2.31,2020-11-19
325,Ride Sharing App,Java,Module_118,1377,Feature Envy,High,No,Split Class,1.38,7.18,2020-11-20
326,Ride Sharing App,JavaScript,Module_83,487,Feature Envy,Critical,No,Rename Variable,2.61,0.76,2020-11-21
327,Healthcare Platform,C#,Module_283,3732,Large Class,Medium,No,Replace Magic Number,9.78,2.41,2020-11-22
328,Ride Sharing App,JavaScript,Module_115,2467,Magic Numbers,High,No,Remove Dead Code,6.16,8.73,2020-11-23
329,Banking System,C++,Module_249,3043,Feature Envy,Medium,No,Remove Dead Code,2.5,13.08,2020-11-24
330,Healthcare Platform,Go,Module_68,600,Feature Envy,Medium,No,Remove Dead Code,9.71,4.87,2020-11-25
331,Social Media App,JavaScript,Module_94,3752,Feature Envy,Critical,Yes,Move Method,9.55,4.19,2020-11-26
332,Learning Management System,Java,Module_287,4087,Feature Envy,High,No,Inline Method,9.13,7.99,2020-11-27
333,Inventory Management,Go,Module_226,1868,Dead Code,Critical,Yes,Replace Magic Number,3.9,0.01,2020-11-28
334,Learning Management System,Python,Module_78,450,Magic Numbers,Low,No,Rename Variable,4.73,6.05,2020-11-29
335,Inventory Management,Python,Module_125,569,Spaghetti Code,Low,No,Replace Magic Number,4.17,14.36,2020-11-30
336,Social Media App,Java,Module_96,1547,Dead Code,Critical,No,Remove Dead Code,6.84,7.24,2020-12-01
337,Healthcare Platform,C#,Module_144,4323,Feature Envy,High,No,Rename Variable,9.82,7.54,2020-12-02
338,Social Media App,Java,Module_116,2563,Spaghetti Code,Low,Yes,Inline Method,9.1,7.87,2020-12-03
339,Social Media App,Python,Module_149,570,Feature Envy,Medium,No,Remove Dead Code,3.08,2.4,2020-12-04
340,Social Media App,Python,Module_30,4941,God Class,Critical,Yes,Extract Method,4.12,8.13,2020-12-05
341,Banking System,Python,Module_200,4659,Large Class,High,Yes,Split Class,5.2,11.79,2020-12-06
342,Ride Sharing App,C#,Module_1,3204,Duplicate Code,High,No,Rename Variable,2.41,2.23,2020-12-07
343,Learning Management System,Java,Module_129,4570,Long Method,High,Yes,Split Class,8.24,0.35,2020-12-08
344,Banking System,C++,Module_210,3624,Magic Numbers,Low,Yes,Split Class,8.23,2.5,2020-12-09
345,Healthcare Platform,JavaScript,Module_28,2702,Duplicate Code,Critical,Yes,Split Class,8.64,1.96,2020-12-10
346,E-Commerce App,JavaScript,Module_14,1588,Duplicate Code,Low,Yes,Inline Method,6.61,0.59,2020-12-11
347,Social Media App,C#,Module_200,3864,Magic Numbers,High,No,Split Class,1.7,8.7,2020-12-12
348,Ride Sharing App,C#,Module_24,4833,Large Class,Critical,Yes,Split Class,5.45,12.94,2020-12-13
349,Healthcare Platform,C++,Module_185,1602,God Class,High,Yes,Rename Variable,8.67,10.44,2020-12-14
350,Healthcare Platform,JavaScript,Module_88,4234,Long Method,Low,Yes,Split Class,9.81,7.9,2020-12-15
351,Healthcare Platform,C#,Module_120,2251,Long Method,Low,No,Extract Method,1.99,9.89,2020-12-16
352,Learning Management System,Python,Module_264,393,Feature Envy,Critical,No,Replace Magic Number,9.24,0.03,2020-12-17
353,Banking System,C++,Module_56,412,Long Method,Critical,No,Split Class,3.4,2.75,2020-12-18
354,Social Media App,C++,Module_228,2174,Magic Numbers,Medium,Yes,Extract Method,1.5,2.97,2020-12-19
355,Social Media App,JavaScript,Module_287,4006,Feature Envy,High,No,Extract Method,4.67,5.05,2020-12-20
356,Inventory Management,Java,Module_135,2702,Spaghetti Code,Low,Yes,Rename Variable,5.92,10.29,2020-12-21
357,Ride Sharing App,Java,Module_140,3954,Magic Numbers,High,Yes,Split Class,3.9,12.76,2020-12-22
358,Ride Sharing App,Go,Module_270,854,Spaghetti Code,Medium,Yes,Split Class,4.38,1.97,2020-12-23
359,E-Commerce App,Go,Module_17,2683,Large Class,High,Yes,Extract Method,7.07,3.85,2020-12-24
360,Banking System,C++,Module_44,2882,Long Method,Medium,Yes,Move Method,1.6,3.05,2020-12-25
361,Social Media App,Java,Module_35,2607,Magic Numbers,Medium,No,Move Method,8.84,14.93,2020-12-26
362,Healthcare Platform,Go,Module_178,804,God Class,Low,Yes,Split Class,7.01,3.67,2020-12-27
363,E-Commerce App,C++,Module_33,1341,Feature Envy,Medium,No,Remove Dead Code,9.71,11.3,2020-12-28
364,E-Commerce App,Go,Module_81,3166,Spaghetti Code,High,Yes,Inline Method,3.52,2.69,2020-12-29
365,Healthcare Platform,C#,Module_52,4664,Duplicate Code,Critical,No,Inline Method,2.73,6.44,2020-12-30
366,Healthcare Platform,JavaScript,Module_21,174,Large Class,High,Yes,Extract Method,5.71,13.31,2020-12-31
367,Banking System,JavaScript,Module_37,3893,Feature Envy,Low,No,Replace Magic Number,1.66,0.6,2021-01-01
368,Learning Management System,Go,Module_207,4749,Dead Code,Low,Yes,Extract Method,2.08,3.82,2021-01-02
369,Healthcare Platform,C++,Module_170,3983,Dead Code,Low,Yes,Split Class,9.24,13.7,2021-01-03
370,Social Media App,C#,Module_26,2511,God Class,Critical,No,Inline Method,1.55,0.48,2021-01-04
371,Healthcare Platform,Python,Module_206,3662,Long Method,Low,No,Split Class,3.56,8.84,2021-01-05
372,Ride Sharing App,Java,Module_124,2794,Long Method,Critical,Yes,Remove Dead Code,4.86,14.18,2021-01-06
373,Ride Sharing App,Python,Module_182,678,Large Class,Critical,Yes,Replace Magic Number,2.37,0.47,2021-01-07
374,E-Commerce App,C#,Module_246,3665,Duplicate Code,Medium,No,Inline Method,7.48,9.78,2021-01-08
375,Social Media App,C#,Module_18,3670,Large Class,Critical,No,Replace Magic Number,3.37,4.18,2021-01-09
376,Learning Management System,JavaScript,Module_269,3628,Feature Envy,Low,No,Extract Method,2.5,14.0,2021-01-10
377,Healthcare Platform,Python,Module_91,4994,Dead Code,Critical,Yes,Rename Variable,4.9,2.08,2021-01-11
378,Inventory Management,JavaScript,Module_134,3076,Large Class,Low,No,Remove Dead Code,6.36,2.95,2021-01-12
379,Inventory Management,C++,Module_177,316,Long Method,High,No,Split Class,6.9,14.72,2021-01-13
380,Inventory Management,Java,Module_116,1827,Spaghetti Code,Critical,Yes,Replace Magic Number,9.29,4.65,2021-01-14
381,Healthcare Platform,C++,Module_27,4302,Dead Code,Medium,Yes,Extract Method,4.34,8.74,2021-01-15
382,Banking System,Go,Module_160,4912,Duplicate Code,Low,Yes,Inline Method,3.66,8.93,2021-01-16
383,Ride Sharing App,C++,Module_41,4617,Duplicate Code,Low,Yes,Inline Method,4.13,9.17,2021-01-17
384,Learning Management System,C++,Module_264,4507,Dead Code,Medium,Yes,Rename Variable,2.17,12.84,2021-01-18
385,Banking System,JavaScript,Module_94,657,Magic Numbers,Low,No,Extract Method,9.02,9.31,2021-01-19
386,E-Commerce App,Go,Module_87,4199,God Class,High,No,Inline Method,5.46,13.22,2021-01-20
387,E-Commerce App,Java,Module_68,2616,God Class,High,No,Move Method,5.45,12.79,2021-01-21
388,Inventory Management,Java,Module_219,4419,Long Method,Critical,Yes,Move Method,5.42,0.01,2021-01-22
389,Banking System,Python,Module_267,225,Large Class,Critical,No,Rename Variable,4.45,6.86,2021-01-23
390,Social Media App,Go,Module_164,2730,God Class,Medium,No,Move Method,5.33,1.58,2021-01-24
391,Inventory Management,Python,Module_143,776,Large Class,Critical,No,Move Method,2.55,2.01,2021-01-25
392,Banking System,JavaScript,Module_97,107,Duplicate Code,High,Yes,Move Method,9.45,13.39,2021-01-26
393,Healthcare Platform,Python,Module_18,4968,Dead Code,Critical,Yes,Move Method,8.94,2.8,2021-01-27
394,Learning Management System,JavaScript,Module_150,1063,Dead Code,Medium,No,Rename Variable,7.69,7.85,2021-01-28
395,Ride Sharing App,Python,Module_89,798,Dead Code,Critical,Yes,Replace Magic Number,3.72,12.22,2021-01-29
396,Ride Sharing App,Java,Module_177,4370,God Class,Medium,No,Extract Method,9.26,6.22,2021-01-30
397,Learning Management System,JavaScript,Module_247,588,Large Class,High,Yes,Replace Magic Number,1.02,5.09,2021-01-31
398,Healthcare Platform,Java,Module_282,2698,God Class,Medium,Yes,Rename Variable,2.03,3.5,2021-02-01
399,Inventory Management,Go,Module_49,4965,Long Method,High,No,Replace Magic Number,8.36,0.27,2021-02-02
400,Social Media App,Java,Module_214,956,Dead Code,Low,No,Remove Dead Code,5.46,5.03,2021-02-03
401,Learning Management System,Go,Module_227,2898,Magic Numbers,Low,Yes,Move Method,3.57,3.18,2021-02-04
402,Learning Management System,Python,Module_96,1007,God Class,Low,Yes,Inline Method,9.56,9.54,2021-02-05
403,Banking System,C++,Module_63,2453,Spaghetti Code,Medium,No,Extract Method,1.81,2.27,2021-02-06
404,Ride Sharing App,C#,Module_298,846,God Class,Critical,Yes,Inline Method,4.87,14.07,2021-02-07
405,Learning Management System,Go,Module_268,1962,Dead Code,High,Yes,Remove Dead Code,7.9,11.94,2021-02-08
406,Ride Sharing App,Go,Module_122,1699,Feature Envy,Medium,No,Extract Method,4.55,4.9,2021-02-09
407,Banking System,Java,Module_22,2424,Duplicate Code,High,No,Replace Magic Number,1.93,6.13,2021-02-10
408,E-Commerce App,C#,Module_287,3532,God Class,Critical,No,Move Method,5.69,14.73,2021-02-11
409,Inventory Management,C#,Module_17,994,Large Class,Critical,No,Split Class,5.44,1.05,2021-02-12
410,Banking System,C++,Module_213,542,Duplicate Code,High,Yes,Split Class,5.3,0.75,2021-02-13
411,Learning Management System,Go,Module_149,2163,Feature Envy,Low,No,Rename Variable,3.96,9.86,2021-02-14
412,Banking System,C#,Module_71,3374,Duplicate Code,Low,Yes,Rename Variable,6.72,6.93,2021-02-15
413,Social Media App,C#,Module_239,4549,Duplicate Code,High,No,Replace Magic Number,7.57,12.21,2021-02-16
414,Healthcare Platform,C#,Module_109,786,Feature Envy,Medium,Yes,Replace Magic Number,5.31,8.07,2021-02-17
415,Learning Management System,C#,Module_169,3448,Spaghetti Code,Low,Yes,Extract Method,5.2,4.8,2021-02-18
416,Inventory Management,Java,Module_114,4324,Spaghetti Code,High,No,Rename Variable,8.79,14.55,2021-02-19
417,Inventory Management,C#,Module_73,1564,Duplicate Code,High,No,Move Method,8.57,14.74,2021-02-20
418,Inventory Management,JavaScript,Module_62,3488,Long Method,Critical,No,Inline Method,1.53,5.52,2021-02-21
419,Inventory Management,JavaScript,Module_140,1422,Dead Code,Medium,Yes,Replace Magic Number,7.39,2.37,2021-02-22
420,Inventory Management,Java,Module_2,1018,Spaghetti Code,High,Yes,Rename Variable,1.16,11.97,2021-02-23
421,Learning Management System,Python,Module_228,2653,Spaghetti Code,Critical,Yes,Replace Magic Number,6.27,14.81,2021-02-24
422,Banking System,Java,Module_199,318,Feature Envy,Critical,Yes,Split Class,6.4,3.72,2021-02-25
423,E-Commerce App,JavaScript,Module_42,2980,Magic Numbers,High,Yes,Move Method,4.7,10.71,2021-02-26
424,Inventory Management,C#,Module_62,4717,Magic Numbers,High,Yes,Replace Magic Number,8.99,9.05,2021-02-27
425,Healthcare Platform,JavaScript,Module_155,3338,Feature Envy,Critical,Yes,Move Method,7.87,6.02,2021-02-28
426,Social Media App,Python,Module_13,1286,Long Method,Low,Yes,Split Class,3.02,2.6,2021-03-01
427,Ride Sharing App,JavaScript,Module_118,2995,Magic Numbers,Critical,Yes,Split Class,5.8,1.11,2021-03-02
428,Healthcare Platform,C++,Module_121,3255,Magic Numbers,High,No,Replace Magic Number,9.76,0.98,2021-03-03
429,E-Commerce App,JavaScript,Module_252,4115,Spaghetti Code,High,Yes,Move Method,2.9,10.39,2021-03-04
430,Social Media App,C++,Module_166,1441,Duplicate Code,High,Yes,Rename Variable,3.94,4.16,2021-03-05
431,Healthcare Platform,Java,Module_195,3130,God Class,Critical,Yes,Remove Dead Code,5.36,14.74,2021-03-06
432,E-Commerce App,Python,Module_190,2984,Feature Envy,Critical,Yes,Rename Variable,1.27,5.52,2021-03-07
433,Ride Sharing App,JavaScript,Module_43,961,God Class,Medium,No,Inline Method,6.16,8.46,2021-03-08
434,Inventory Management,C++,Module_107,885,Large Class,High,Yes,Rename Variable,5.68,9.61,2021-03-09
435,Healthcare Platform,C++,Module_181,2596,God Class,Critical,No,Extract Method,8.53,12.53,2021-03-10
436,Ride Sharing App,C++,Module_131,866,Magic Numbers,Medium,No,Replace Magic Number,5.15,12.48,2021-03-11
437,Learning Management System,Python,Module_1,2377,Feature Envy,High,Yes,Remove Dead Code,9.75,3.93,2021-03-12
438,Learning Management System,Go,Module_38,396,Duplicate Code,Low,No,Extract Method,3.68,12.2,2021-03-13
